map_name,current_x,current_y,goal_x,goal_y,delta_goal_x,delta_goal_y,path_remaining,vision_mean,vision_dark,vision_edge,free_up,free_down,free_left,free_right,teacher_action
synthetic_map_00001,0.4,0.8,0.13333333333333333,0.6666666666666666,-0.26666666666666666,-0.13333333333333333,0.21875,0.7860961270722956,0.22150238139806439,0.3979944253091271,1.0,1.0,0.0,1.0,0
synthetic_map_00001,0.4,0.7333333333333333,0.13333333333333333,0.6666666666666666,-0.26666666666666666,-0.06666666666666667,0.1875,0.7655541170214573,0.24593952418172713,0.39939051584756835,1.0,1.0,0.0,1.0,0
synthetic_map_00001,0.4,0.6666666666666666,0.13333333333333333,0.6666666666666666,-0.26666666666666666,0.0,0.15625,0.7403884389763933,0.23076068186665832,0.4240583250811375,1.0,1.0,1.0,1.0,2
synthetic_map_00001,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.6666666666666666,-0.2,0.0,0.125,0.9410219088536471,0.08128039618874557,0.32094551922994463,1.0,0.0,1.0,1.0,2
synthetic_map_00001,0.26666666666666666,0.6666666666666666,0.13333333333333333,0.6666666666666666,-0.13333333333333333,0.0,0.09375,0.9250516504394773,0.06471439487983768,0.25868605996442334,1.0,1.0,1.0,1.0,2
synthetic_map_00002,0.4,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.4666666666666667,0.3333333333333333,0.40625,0.8186378138436532,0.15267344741553013,0.23347910403198568,1.0,1.0,1.0,1.0,1
synthetic_map_00002,0.4,0.6,0.8666666666666667,0.8666666666666667,0.4666666666666667,0.26666666666666666,0.375,0.7012118720995036,0.31428104014172487,0.5236577849093659,1.0,0.0,0.0,1.0,3
synthetic_map_00002,0.4666666666666667,0.6,0.8666666666666667,0.8666666666666667,0.4,0.26666666666666666,0.34375,0.5222594240106748,0.475963919858428,0.6161861008137133,1.0,0.0,1.0,1.0,3
synthetic_map_00002,0.5333333333333333,0.6,0.8666666666666667,0.8666666666666667,0.3333333333333333,0.26666666666666666,0.3125,0.5040414969199947,0.4918474724325947,0.5357711614506525,0.0,0.0,1.0,1.0,3
synthetic_map_00002,0.6,0.6,0.8666666666666667,0.8666666666666667,0.26666666666666666,0.26666666666666666,0.28125,0.6503377461556721,0.34577681058332826,0.42591527456247497,1.0,0.0,1.0,1.0,3
synthetic_map_00002,0.6666666666666666,0.6,0.8666666666666667,0.8666666666666667,0.2,0.26666666666666666,0.25,0.8840044732049386,0.14173705854171545,0.21826986525901904,1.0,1.0,1.0,1.0,1
synthetic_map_00002,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2,0.2,0.21875,0.7949576163988701,0.1886353186452136,0.3278291053707949,1.0,1.0,0.0,1.0,1
synthetic_map_00002,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.2,0.13333333333333333,0.1875,0.6583284264694216,0.3131635167479952,0.5244882228506607,1.0,1.0,1.0,0.0,1
synthetic_map_00002,0.6666666666666666,0.8,0.8666666666666667,0.8666666666666667,0.2,0.06666666666666667,0.15625,0.7777566314575333,0.2128150524943839,0.3205782361935843,1.0,1.0,0.0,1.0,1
synthetic_map_00002,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2,0.0,0.125,0.8660982826319806,0.11448752188324231,0.23771480591607236,1.0,1.0,1.0,1.0,3
synthetic_map_00002,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.0,0.09375,0.9752575723791721,0.0,0.20132427100219447,1.0,1.0,1.0,1.0,3
synthetic_map_00002,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.06666666666666667,0.0,0.0625,1.0,0.0,0.2025675592994377,1.0,1.0,1.0,1.0,3
synthetic_map_00003,0.8666666666666667,0.6,0.4,0.8,-0.4666666666666667,0.2,0.34375,0.9374699944065318,0.08649688030453216,0.3080070203664149,1.0,1.0,0.0,1.0,1
synthetic_map_00003,0.8666666666666667,0.6666666666666666,0.4,0.8,-0.4666666666666667,0.13333333333333333,0.3125,0.777634629179004,0.22672798006049377,0.3160992729746134,1.0,1.0,1.0,1.0,2
synthetic_map_00003,0.8,0.6666666666666666,0.4,0.8,-0.4,0.13333333333333333,0.28125,0.8823079437240116,0.14488845118463203,0.3281043556518474,0.0,1.0,1.0,1.0,2
synthetic_map_00003,0.7333333333333333,0.6666666666666666,0.4,0.8,-0.3333333333333333,0.13333333333333333,0.25,0.8653261704895074,0.11415275801906263,0.24687721935278142,1.0,1.0,1.0,1.0,2
synthetic_map_00003,0.6666666666666666,0.6666666666666666,0.4,0.8,-0.26666666666666666,0.13333333333333333,0.21875,0.8785917147329063,0.13438450605917038,0.2540185200867706,1.0,1.0,0.0,1.0,1
synthetic_map_00003,0.6666666666666666,0.7333333333333333,0.4,0.8,-0.26666666666666666,0.06666666666666667,0.1875,0.8935811459901067,0.09808132249060535,0.3496699918023481,1.0,1.0,1.0,1.0,2
synthetic_map_00003,0.6,0.7333333333333333,0.4,0.8,-0.2,0.06666666666666667,0.15625,0.7842041244609935,0.2143398626710523,0.4518699327172799,0.0,1.0,1.0,1.0,2
synthetic_map_00003,0.5333333333333333,0.7333333333333333,0.4,0.8,-0.13333333333333333,0.06666666666666667,0.125,0.785840398863827,0.1906122036273336,0.43328010274467715,0.0,1.0,1.0,1.0,2
synthetic_map_00003,0.4666666666666667,0.7333333333333333,0.4,0.8,-0.06666666666666667,0.06666666666666667,0.09375,0.9284671615932972,0.07427502648778889,0.2883895958777517,1.0,1.0,1.0,1.0,2
synthetic_map_00003,0.4,0.7333333333333333,0.4,0.8,0.0,0.06666666666666667,0.0625,1.0,0.01827652912620746,0.2589119427228432,1.0,1.0,1.0,1.0,1
synthetic_map_00004,0.7333333333333333,0.26666666666666666,0.7333333333333333,0.5333333333333333,0.0,0.26666666666666666,0.15625,0.8312722482849956,0.19825557638973307,0.37660085885012057,1.0,1.0,1.0,1.0,1
synthetic_map_00004,0.7333333333333333,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.0,0.2,0.125,0.9886327146878707,0.029841202419150004,0.1427165040330973,1.0,1.0,1.0,1.0,1
synthetic_map_00004,0.7333333333333333,0.4,0.7333333333333333,0.5333333333333333,0.0,0.13333333333333333,0.09375,0.9384306700677275,0.06952029018734393,0.27938606808754796,1.0,1.0,1.0,1.0,1
synthetic_map_00004,0.7333333333333333,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.0,0.06666666666666667,0.0625,0.8960890559625336,0.10886144901337357,0.2746446364292226,1.0,1.0,1.0,0.0,1
synthetic_map_00005,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.375,0.8914804575706378,0.12338655652345751,0.33473401000466824,1.0,1.0,1.0,1.0,3
synthetic_map_00005,0.4,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.34375,0.9155075153657151,0.06190718830368312,0.23392002319752625,1.0,1.0,1.0,1.0,3
synthetic_map_00005,0.4666666666666667,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.2,0.13333333333333333,0.3125,0.9324460546188175,0.09499780882742408,0.2860024502398389,0.0,1.0,1.0,1.0,3
synthetic_map_00005,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.28125,0.8116127738776813,0.21333440876543497,0.4099973625263351,1.0,1.0,1.0,1.0,3
synthetic_map_00005,0.6,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.25,0.7596615904666343,0.24032184083023722,0.3107273680864988,1.0,0.0,1.0,1.0,3
synthetic_map_00005,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.0,0.13333333333333333,0.21875,0.6693106684873239,0.3305777884960972,0.4959017955648618,1.0,0.0,1.0,1.0,3
synthetic_map_00005,0.7333333333333333,0.13333333333333333,0.6666666666666666,0.26666666666666666,-0.06666666666666667,0.13333333333333333,0.1875,0.8070354812994887,0.2104503980822613,0.3349138118440358,1.0,0.0,1.0,1.0,3
synthetic_map_00005,0.8,0.13333333333333333,0.6666666666666666,0.26666666666666666,-0.13333333333333333,0.13333333333333333,0.15625,0.9328616397765664,0.08415131319316038,0.318440680071598,1.0,1.0,1.0,1.0,1
synthetic_map_00005,0.8,0.2,0.6666666666666666,0.26666666666666666,-0.13333333333333333,0.06666666666666667,0.125,0.8234928516555422,0.159973155323732,0.21630559755923653,1.0,1.0,0.0,1.0,1
synthetic_map_00005,0.8,0.26666666666666666,0.6666666666666666,0.26666666666666666,-0.13333333333333333,0.0,0.09375,0.8344969770697962,0.19482717928314633,0.3221570609240795,1.0,1.0,1.0,1.0,2
synthetic_map_00005,0.7333333333333333,0.26666666666666666,0.6666666666666666,0.26666666666666666,-0.06666666666666667,0.0,0.0625,0.5043492833138316,0.4895049203573366,0.6225631165836519,0.0,0.0,1.0,1.0,2
synthetic_map_00006,0.5333333333333333,0.13333333333333333,0.26666666666666666,0.0,-0.26666666666666666,-0.13333333333333333,0.21875,0.783109863741515,0.23279975674700354,0.30499848147328085,1.0,1.0,1.0,0.0,2
synthetic_map_00006,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.0,-0.2,-0.13333333333333333,0.1875,0.9286841061284594,0.07231899727489309,0.24978880864850392,1.0,1.0,1.0,1.0,2
synthetic_map_00006,0.4,0.13333333333333333,0.26666666666666666,0.0,-0.13333333333333333,-0.13333333333333333,0.15625,0.8247007837960237,0.1724688332818779,0.2985068292205873,0.0,1.0,1.0,1.0,2
synthetic_map_00006,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.0,-0.06666666666666667,-0.13333333333333333,0.125,0.757307354711497,0.2382356695810925,0.3986354996081195,1.0,0.0,1.0,1.0,2
synthetic_map_00006,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.0,0.0,-0.13333333333333333,0.09375,0.7503537270676811,0.26713239068203987,0.31490016562600764,1.0,1.0,0.0,1.0,0
synthetic_map_00006,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.0,-0.06666666666666667,0.0625,0.8945577601857337,0.11432904872115567,0.22751897898125362,1.0,1.0,1.0,1.0,0
synthetic_map_00007,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.6,0.13333333333333333,-0.26666666666666666,0.40625,0.8770684906219279,0.09317118112911435,0.2366808252341702,1.0,1.0,1.0,1.0,0
synthetic_map_00007,0.7333333333333333,0.8,0.8666666666666667,0.6,0.13333333333333333,-0.2,0.375,0.7902837192528822,0.20907025947253738,0.43953082350332623,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.8,0.8,0.8666666666666667,0.6,0.06666666666666667,-0.2,0.34375,0.693994133797223,0.30447650871484977,0.5057849785909175,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.8666666666666667,0.8,0.8666666666666667,0.6,0.0,-0.2,0.3125,0.8413370315552856,0.1882404017668131,0.37995655148876206,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.9333333333333333,0.8,0.8666666666666667,0.6,-0.06666666666666667,-0.2,0.28125,0.8694003043056271,0.13224266420225872,0.2653162250284237,1.0,1.0,1.0,1.0,0
synthetic_map_00007,0.9333333333333333,0.7333333333333333,0.8666666666666667,0.6,-0.06666666666666667,-0.13333333333333333,0.25,0.6523084670273938,0.33076769929945565,0.4643247955439577,0.0,1.0,0.0,1.0,3
synthetic_map_00007,1.0,0.7333333333333333,0.8666666666666667,0.6,-0.13333333333333333,-0.13333333333333333,0.21875,0.5981070918261314,0.4208197531602776,0.4851541176246842,1.0,1.0,1.0,0.0,0
synthetic_map_00007,1.0,0.6666666666666666,0.8666666666666667,0.6,-0.13333333333333333,-0.06666666666666667,0.1875,0.4767175420272914,0.5525947009432937,0.5858999249630077,1.0,1.0,0.0,0.0,0
synthetic_map_00007,1.0,0.6,0.8666666666666667,0.6,-0.13333333333333333,0.0,0.15625,0.4383670337390983,0.5710722776158379,0.6754095898255523,1.0,1.0,0.0,0.0,0
synthetic_map_00007,1.0,0.5333333333333333,0.8666666666666667,0.6,-0.13333333333333333,0.06666666666666667,0.125,0.5292624323586106,0.4464326373663102,0.6238366779095222,1.0,1.0,1.0,0.0,2
synthetic_map_00007,0.9333333333333333,0.5333333333333333,0.8666666666666667,0.6,-0.06666666666666667,0.06666666666666667,0.09375,0.8877003683898962,0.12295875700733873,0.36431794290727504,1.0,0.0,1.0,1.0,2
synthetic_map_00007,0.8666666666666667,0.5333333333333333,0.8666666666666667,0.6,0.0,0.06666666666666667,0.0625,0.9167566390622068,0.09438502109647831,0.2697031765954277,1.0,1.0,1.0,1.0,1
synthetic_map_00008,0.8,0.7333333333333333,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.6666666666666666,0.5,0.5177123663283422,0.46830003848102947,0.5393511444162257,1.0,1.0,1.0,0.0,0
synthetic_map_00008,0.8,0.6666666666666666,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.6,0.46875,0.7720895677114923,0.24553562284857672,0.37839135897286896,1.0,1.0,1.0,0.0,0
synthetic_map_00008,0.8,0.6,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.5333333333333333,0.4375,0.9227127059249642,0.08613127161024152,0.3080212620945147,1.0,1.0,1.0,1.0,0
synthetic_map_00008,0.8666666666666667,0.5333333333333333,0.8666666666666667,0.06666666666666667,0.0,-0.4666666666666667,0.375,0.8109045170954117,0.15972845943709152,0.2153705193847404,1.0,1.0,1.0,1.0,0
synthetic_map_00008,0.8666666666666667,0.4666666666666667,0.8666666666666667,0.06666666666666667,0.0,-0.4,0.34375,0.8214768537953249,0.15682809939105635,0.2850548196312721,1.0,1.0,0.0,1.0,0
synthetic_map_00008,0.9333333333333333,0.4,0.8666666666666667,0.06666666666666667,-0.06666666666666667,-0.3333333333333333,0.28125,0.9362276891797175,0.08664123893989072,0.29770010982356804,1.0,1.0,1.0,1.0,0
synthetic_map_00008,0.9333333333333333,0.3333333333333333,0.8666666666666667,0.06666666666666667,-0.06666666666666667,-0.26666666666666666,0.25,0.8998874532304834,0.09286452137785978,0.32596942908626286,1.0,1.0,0.0,1.0,0
synthetic_map_00008,0.9333333333333333,0.2,0.8666666666666667,0.06666666666666667,-0.06666666666666667,-0.13333333333333333,0.1875,0.7758410933899651,0.23701828889763157,0.37009066436273447,0.0,1.0,1.0,1.0,3
synthetic_map_00008,1.0,0.2,0.8666666666666667,0.06666666666666667,-0.13333333333333333,-0.13333333333333333,0.15625,0.5426886047699054,0.4792984565854483,0.6045836098932328,1.0,1.0,1.0,0.0,0
synthetic_map_00008,1.0,0.13333333333333333,0.8666666666666667,0.06666666666666667,-0.13333333333333333,-0.06666666666666667,0.125,0.5944422734758443,0.43152792760883635,0.5235299803046983,1.0,1.0,0.0,0.0,0
synthetic_map_00008,1.0,0.06666666666666667,0.8666666666666667,0.06666666666666667,-0.13333333333333333,0.0,0.09375,0.5343426654238415,0.43897323178419284,0.5425449684138,1.0,1.0,1.0,0.0,2
synthetic_map_00008,0.9333333333333333,0.06666666666666667,0.8666666666666667,0.06666666666666667,-0.06666666666666667,0.0,0.0625,0.8121540030921415,0.1794234343868034,0.4449331003570798,1.0,0.0,1.0,1.0,2
synthetic_map_00009,0.26666666666666666,0.13333333333333333,0.8666666666666667,0.9333333333333333,0.6,0.8,0.6875,0.8429851953701835,0.14910224990895038,0.2770999797804211,1.0,1.0,1.0,1.0,1
synthetic_map_00009,0.26666666666666666,0.2,0.8666666666666667,0.9333333333333333,0.6,0.7333333333333333,0.65625,0.9268270199923572,0.07231931644398934,0.23725183732802596,1.0,1.0,1.0,0.0,1
synthetic_map_00009,0.26666666666666666,0.26666666666666666,0.8666666666666667,0.9333333333333333,0.6,0.6666666666666666,0.625,0.8352167816833121,0.17836703491419525,0.45100316067367635,1.0,0.0,1.0,1.0,3
synthetic_map_00009,0.3333333333333333,0.4666666666666667,0.8666666666666667,0.9333333333333333,0.5333333333333333,0.4666666666666667,0.5,0.7291346686128481,0.2640123078278064,0.4537010287859917,1.0,1.0,1.0,1.0,1
synthetic_map_00009,0.3333333333333333,0.6666666666666666,0.8666666666666667,0.9333333333333333,0.5333333333333333,0.26666666666666666,0.40625,0.8448892748231428,0.1795563496971683,0.4317043457058693,1.0,0.0,1.0,1.0,3
synthetic_map_00009,0.4,0.7333333333333333,0.8666666666666667,0.9333333333333333,0.4666666666666667,0.2,0.34375,0.638923707603002,0.34214002872775395,0.4771417346820617,1.0,1.0,0.0,0.0,1
synthetic_map_00009,0.4,0.8,0.8666666666666667,0.9333333333333333,0.4666666666666667,0.13333333333333333,0.3125,0.6411973762533862,0.35809210255472734,0.49045313018188835,1.0,1.0,0.0,1.0,1
synthetic_map_00009,0.4,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.4666666666666667,0.06666666666666667,0.28125,0.7533973897024808,0.2382917721502773,0.45471530910206576,1.0,1.0,1.0,1.0,1
synthetic_map_00009,0.5333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.3333333333333333,0.0,0.1875,0.9570236428081693,0.023068024273580484,0.19574800822928357,1.0,1.0,1.0,1.0,3
synthetic_map_00009,0.6666666666666666,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.2,0.0,0.125,0.8846330208796326,0.14532249159791516,0.3527017000967504,1.0,1.0,1.0,1.0,3
synthetic_map_00009,0.7333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.13333333333333333,0.0,0.09375,0.8864157102427664,0.12579783445853837,0.3242604779030984,1.0,0.0,1.0,1.0,3
synthetic_map_00009,0.8,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.06666666666666667,0.0,0.0625,0.8783078358902422,0.11398436619359373,0.307618615873012,1.0,1.0,1.0,1.0,3
synthetic_map_00010,0.6,0.8,0.26666666666666666,1.0,-0.3333333333333333,0.2,0.40625,0.8426653408279526,0.18305589888571924,0.40474184400333624,1.0,1.0,1.0,0.0,0
synthetic_map_00010,0.6,0.7333333333333333,0.26666666666666666,1.0,-0.3333333333333333,0.26666666666666666,0.375,0.7976261315729516,0.2106015588872201,0.3607562464695416,1.0,1.0,0.0,1.0,0
synthetic_map_00010,0.6,0.6666666666666666,0.26666666666666666,1.0,-0.3333333333333333,0.3333333333333333,0.34375,0.6679291220970349,0.35281782816533813,0.4401134260640026,0.0,1.0,1.0,1.0,2
synthetic_map_00010,0.5333333333333333,0.6666666666666666,0.26666666666666666,1.0,-0.26666666666666666,0.3333333333333333,0.3125,0.5642917674967912,0.43383965887498893,0.6300315399858959,0.0,0.0,1.0,1.0,2
synthetic_map_00010,0.4666666666666667,0.6666666666666666,0.26666666666666666,1.0,-0.2,0.3333333333333333,0.28125,0.6939563894115983,0.32494916719086614,0.44209192078426557,1.0,0.0,1.0,1.0,2
synthetic_map_00010,0.4,0.6666666666666666,0.26666666666666666,1.0,-0.13333333333333333,0.3333333333333333,0.25,0.8759209537515589,0.09525942005000891,0.22680172489823755,1.0,1.0,1.0,1.0,2
synthetic_map_00010,0.3333333333333333,0.6666666666666666,0.26666666666666666,1.0,-0.06666666666666667,0.3333333333333333,0.21875,1.0,0.0,0.20240956456624626,1.0,1.0,1.0,1.0,2
synthetic_map_00010,0.26666666666666666,0.6666666666666666,0.26666666666666666,1.0,0.0,0.3333333333333333,0.1875,0.9777885158549435,0.0,0.20714664611827951,1.0,1.0,1.0,1.0,1
synthetic_map_00010,0.26666666666666666,0.7333333333333333,0.26666666666666666,1.0,0.0,0.26666666666666666,0.15625,0.795246659695529,0.21924940451871736,0.2994795518660604,1.0,1.0,1.0,1.0,1
synthetic_map_00010,0.26666666666666666,0.8,0.26666666666666666,1.0,0.0,0.2,0.125,0.7514072104440811,0.22842581812203253,0.37828767660658646,1.0,1.0,0.0,0.0,1
synthetic_map_00010,0.26666666666666666,0.8666666666666667,0.26666666666666666,1.0,0.0,0.13333333333333333,0.09375,0.7815076878522804,0.19317169296305503,0.3489631622162593,1.0,1.0,1.0,1.0,1
synthetic_map_00010,0.26666666666666666,0.9333333333333333,0.26666666666666666,1.0,0.0,0.06666666666666667,0.0625,0.9748178207797563,0.04422690923799581,0.12000878220758449,1.0,1.0,1.0,1.0,1
synthetic_map_00011,0.0,0.8666666666666667,0.7333333333333333,0.3333333333333333,0.7333333333333333,-0.5333333333333333,0.625,0.6812089683427046,0.338774933827503,0.44925052957313427,1.0,1.0,0.0,1.0,0
synthetic_map_00011,0.06666666666666667,0.8,0.7333333333333333,0.3333333333333333,0.6666666666666666,-0.4666666666666667,0.5625,0.785643834716123,0.20902829717286647,0.394576659328121,1.0,1.0,1.0,0.0,0
synthetic_map_00011,0.06666666666666667,0.7333333333333333,0.7333333333333333,0.3333333333333333,0.6666666666666666,-0.4,0.53125,0.7741184438618572,0.19829038617304495,0.30471792259195113,1.0,1.0,0.0,1.0,0
synthetic_map_00011,0.13333333333333333,0.6666666666666666,0.7333333333333333,0.3333333333333333,0.6,-0.3333333333333333,0.46875,0.7877587887591474,0.2215097280441511,0.31840325616789206,1.0,1.0,1.0,0.0,0
synthetic_map_00011,0.13333333333333333,0.4666666666666667,0.7333333333333333,0.3333333333333333,0.6,-0.13333333333333333,0.375,0.8871718960482181,0.10614110270035383,0.31320517065715037,1.0,1.0,1.0,0.0,0
synthetic_map_00011,0.2,0.4,0.7333333333333333,0.3333333333333333,0.5333333333333333,-0.06666666666666667,0.3125,0.5457396836914494,0.47039148779306206,0.5157234367204573,0.0,0.0,1.0,1.0,3
synthetic_map_00011,0.26666666666666666,0.4,0.7333333333333333,0.3333333333333333,0.4666666666666667,-0.06666666666666667,0.28125,0.5568044810600343,0.44413607172343295,0.6341844146784044,0.0,0.0,1.0,1.0,3
synthetic_map_00011,0.3333333333333333,0.4,0.7333333333333333,0.3333333333333333,0.4,-0.06666666666666667,0.25,0.7749933017556633,0.2301002563699105,0.4438761578480885,1.0,1.0,1.0,1.0,3
synthetic_map_00011,0.4666666666666667,0.4,0.7333333333333333,0.3333333333333333,0.26666666666666666,-0.06666666666666667,0.1875,0.7830775449614731,0.20889748270865494,0.45776569092499103,1.0,0.0,1.0,1.0,3
synthetic_map_00011,0.5333333333333333,0.4,0.7333333333333333,0.3333333333333333,0.2,-0.06666666666666667,0.15625,0.6622203097449348,0.3584721222828002,0.4750985056571946,1.0,0.0,1.0,1.0,3
synthetic_map_00011,0.6,0.4,0.7333333333333333,0.3333333333333333,0.13333333333333333,-0.06666666666666667,0.125,0.6397282623282192,0.37570223869385505,0.45222063441714355,0.0,1.0,1.0,1.0,3
synthetic_map_00011,0.6666666666666666,0.4,0.7333333333333333,0.3333333333333333,0.06666666666666667,-0.06666666666666667,0.09375,0.7608426735365383,0.26634874745025416,0.38809146577174847,0.0,1.0,1.0,1.0,3
synthetic_map_00012,0.06666666666666667,0.4666666666666667,0.5333333333333333,0.4,0.4666666666666667,-0.06666666666666667,0.34375,0.6314331011490891,0.3407741970813214,0.4151351932438459,0.0,0.0,1.0,1.0,3
synthetic_map_00012,0.13333333333333333,0.4666666666666667,0.5333333333333333,0.4,0.4,-0.06666666666666667,0.3125,0.6374943489711633,0.37588554503202387,0.494403653221015,1.0,1.0,1.0,1.0,3
synthetic_map_00012,0.2,0.4666666666666667,0.5333333333333333,0.4,0.3333333333333333,-0.06666666666666667,0.28125,0.7978233771281578,0.20321026917719348,0.38877366431508315,1.0,0.0,1.0,1.0,3
synthetic_map_00012,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.4,0.26666666666666666,-0.06666666666666667,0.25,0.6707692348400907,0.34500435483173814,0.5322204827202712,0.0,1.0,1.0,0.0,1
synthetic_map_00012,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.4,0.26666666666666666,-0.13333333333333333,0.21875,0.6571219542877937,0.35615629046881764,0.49649922250418516,1.0,1.0,0.0,1.0,3
synthetic_map_00012,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.2,-0.13333333333333333,0.1875,0.798747286369866,0.2259721846565363,0.3401634513156163,0.0,1.0,1.0,1.0,3
synthetic_map_00012,0.4,0.5333333333333333,0.5333333333333333,0.4,0.13333333333333333,-0.13333333333333333,0.15625,0.6805123981991802,0.3240215875325541,0.4530187758571146,1.0,0.0,1.0,1.0,0
synthetic_map_00012,0.4,0.4666666666666667,0.5333333333333333,0.4,0.13333333333333333,-0.06666666666666667,0.125,0.7474374460844466,0.26224419466585974,0.3244028007358544,0.0,1.0,0.0,1.0,3
synthetic_map_00012,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4,0.06666666666666667,-0.06666666666666667,0.09375,0.9007757949415837,0.0785662781993667,0.3118013814939725,1.0,1.0,1.0,1.0,0
synthetic_map_00012,0.4666666666666667,0.4,0.5333333333333333,0.4,0.06666666666666667,0.0,0.0625,0.6031705357102629,0.3760727972690997,0.5274112145685242,0.0,1.0,0.0,1.0,3
synthetic_map_00013,0.7333333333333333,1.0,0.06666666666666667,0.6,-0.6666666666666666,-0.4,0.65625,0.5534475080814454,0.4540790085635837,0.5779917923985164,1.0,0.0,0.0,1.0,0
