map_name,current_x,current_y,goal_x,goal_y,delta_goal_x,delta_goal_y,path_remaining,vision_mean,vision_dark,vision_edge,free_up,free_down,free_left,free_right,teacher_action
synthetic_map_00006,0.3333333333333333,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.3333333333333333,0.06666666666666667,0.21875,0.8837501690919563,0.12417788550067015,0.3214491839071716,1.0,1.0,1.0,1.0,3
synthetic_map_00006,0.4,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.26666666666666666,0.06666666666666667,0.1875,0.8737868994793888,0.10241449159362528,0.274555741799023,1.0,1.0,1.0,1.0,3
synthetic_map_00006,0.4666666666666667,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.2,0.06666666666666667,0.15625,0.8609411189138938,0.1161057475765969,0.2724878363694988,1.0,0.0,1.0,1.0,3
synthetic_map_00006,0.5333333333333333,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.13333333333333333,0.06666666666666667,0.125,0.8185744328721599,0.16040355299476372,0.344880346331752,1.0,1.0,1.0,1.0,1
synthetic_map_00006,0.5333333333333333,0.9333333333333333,0.6666666666666666,0.9333333333333333,0.13333333333333333,0.0,0.09375,0.9182420060059057,0.08904196825746458,0.22665306070328567,1.0,1.0,0.0,1.0,3
synthetic_map_00006,0.6,0.9333333333333333,0.6666666666666666,0.9333333333333333,0.06666666666666667,0.0,0.0625,0.8652789614599715,0.14627964298514434,0.25497897287309795,1.0,1.0,1.0,1.0,3
synthetic_map_00007,0.4,0.9333333333333333,0.8666666666666667,0.13333333333333333,0.4666666666666667,-0.8,0.75,0.5026472570443921,0.46805156337922454,0.5164540838009121,1.0,1.0,0.0,0.0,0
synthetic_map_00007,0.4,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.4666666666666667,-0.7333333333333333,0.71875,0.693527526857457,0.3072633281645783,0.4706200734154739,1.0,1.0,0.0,1.0,0
synthetic_map_00007,0.4,0.7333333333333333,0.8666666666666667,0.13333333333333333,0.4666666666666667,-0.6,0.65625,0.9993392816380429,0.0,0.25064721179460836,1.0,1.0,1.0,1.0,0
synthetic_map_00007,0.4,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.4666666666666667,-0.5333333333333333,0.625,0.7837779421000755,0.20756647354172397,0.350155713190925,1.0,1.0,1.0,1.0,3
synthetic_map_00007,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.2,-0.5333333333333333,0.5,0.7395213616374634,0.23252742580380076,0.44341438599122374,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.7333333333333333,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.13333333333333333,-0.5333333333333333,0.46875,0.794794053646556,0.19646719771055887,0.40880622546155077,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.8,0.6666666666666666,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.5333333333333333,0.4375,0.6327511371337666,0.39657276227602206,0.5459360872404027,1.0,1.0,1.0,0.0,0
synthetic_map_00007,0.8,0.6,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.4666666666666667,0.40625,0.6368317501087688,0.3624511157629068,0.39846743838074933,1.0,1.0,0.0,0.0,0
synthetic_map_00007,0.8,0.5333333333333333,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.4,0.375,0.6698391692940984,0.30917551953489736,0.5356425876896004,0.0,1.0,1.0,1.0,3
synthetic_map_00007,0.8,0.4,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.26666666666666666,0.25,0.6394661367495826,0.3707078005029483,0.5204597443074881,1.0,0.0,0.0,1.0,0
synthetic_map_00007,0.8,0.3333333333333333,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.2,0.21875,0.7539620216711455,0.23105376560477991,0.45734069177914705,1.0,1.0,1.0,0.0,0
synthetic_map_00007,0.8,0.26666666666666666,0.8666666666666667,0.13333333333333333,0.06666666666666667,-0.13333333333333333,0.1875,0.6266451486158396,0.3594776991567436,0.4577209131087471,0.0,1.0,1.0,1.0,3
synthetic_map_00008,0.5333333333333333,0.6,0.0,0.26666666666666666,-0.5333333333333333,-0.3333333333333333,0.4375,0.7981474618238252,0.18197706157645718,0.40702090774305205,0.0,1.0,1.0,0.0,2
synthetic_map_00008,0.4666666666666667,0.6,0.0,0.26666666666666666,-0.4666666666666667,-0.3333333333333333,0.40625,0.8091270248542113,0.1812453614115561,0.44473825401573175,1.0,1.0,1.0,1.0,2
synthetic_map_00008,0.4,0.6,0.0,0.26666666666666666,-0.4,-0.3333333333333333,0.375,0.8901703050105544,0.13274677417096792,0.36563288967540347,1.0,0.0,1.0,1.0,2
synthetic_map_00008,0.3333333333333333,0.6,0.0,0.26666666666666666,-0.3333333333333333,-0.3333333333333333,0.34375,0.8085629586560839,0.17551372674334922,0.4245155960514957,1.0,1.0,1.0,1.0,2
synthetic_map_00008,0.26666666666666666,0.6,0.0,0.26666666666666666,-0.26666666666666666,-0.3333333333333333,0.3125,0.7311044005213421,0.24116803988302768,0.37854273853787024,0.0,1.0,1.0,1.0,2
synthetic_map_00008,0.2,0.6,0.0,0.26666666666666666,-0.2,-0.3333333333333333,0.28125,0.6893335687946803,0.3064962075960021,0.403445602729127,1.0,0.0,0.0,1.0,0
synthetic_map_00008,0.2,0.5333333333333333,0.0,0.26666666666666666,-0.2,-0.26666666666666666,0.25,0.633008813956775,0.3964379553525702,0.5261940155533964,0.0,1.0,1.0,0.0,2
synthetic_map_00008,0.13333333333333333,0.5333333333333333,0.0,0.26666666666666666,-0.13333333333333333,-0.26666666666666666,0.21875,0.6060372707227506,0.371190546286862,0.46464347994794997,1.0,0.0,0.0,1.0,0
synthetic_map_00008,0.13333333333333333,0.4666666666666667,0.0,0.26666666666666666,-0.13333333333333333,-0.2,0.1875,0.8099052343505241,0.18580325268446912,0.32641476883030074,1.0,1.0,1.0,0.0,2
synthetic_map_00008,0.06666666666666667,0.4666666666666667,0.0,0.26666666666666666,-0.06666666666666667,-0.2,0.15625,0.849225986265088,0.12965016471544466,0.32700268982644715,1.0,0.0,1.0,1.0,2
synthetic_map_00008,0.0,0.4666666666666667,0.0,0.26666666666666666,0.0,-0.2,0.125,0.5322244637973714,0.44451732378374387,0.5321271867958917,1.0,1.0,0.0,1.0,0
synthetic_map_00008,0.0,0.4,0.0,0.26666666666666666,0.0,-0.13333333333333333,0.09375,0.692161490337916,0.33295998545282046,0.44257732069948197,1.0,1.0,0.0,1.0,0
synthetic_map_00009,0.7333333333333333,0.9333333333333333,0.26666666666666666,0.7333333333333333,-0.4666666666666667,-0.2,0.34375,0.7629420580182289,0.2499767897245555,0.3803748893615618,1.0,0.0,1.0,1.0,2
synthetic_map_00009,0.6666666666666666,0.9333333333333333,0.26666666666666666,0.7333333333333333,-0.4,-0.2,0.3125,0.8744202085483279,0.10767743064770406,0.22353399681486524,1.0,1.0,1.0,1.0,2
synthetic_map_00009,0.6,0.9333333333333333,0.26666666666666666,0.7333333333333333,-0.3333333333333333,-0.2,0.28125,0.8061728587767923,0.1772533008400119,0.43114770072278824,1.0,1.0,0.0,1.0,0
synthetic_map_00009,0.6,0.8666666666666667,0.26666666666666666,0.7333333333333333,-0.3333333333333333,-0.13333333333333333,0.25,0.7537011748015072,0.2428432104614795,0.3657100713774273,0.0,1.0,1.0,1.0,2
synthetic_map_00009,0.5333333333333333,0.8666666666666667,0.26666666666666666,0.7333333333333333,-0.26666666666666666,-0.13333333333333333,0.21875,0.7663916648797557,0.25903967383089843,0.31912079564409906,1.0,0.0,1.0,1.0,2
synthetic_map_00009,0.4666666666666667,0.8666666666666667,0.26666666666666666,0.7333333333333333,-0.2,-0.13333333333333333,0.1875,0.8085421102957996,0.18823663638078036,0.4190847517508941,1.0,1.0,0.0,1.0,0
synthetic_map_00009,0.4666666666666667,0.8,0.26666666666666666,0.7333333333333333,-0.2,-0.06666666666666667,0.15625,0.5359159201783137,0.4819163912069884,0.5886662499169739,0.0,1.0,1.0,1.0,2
synthetic_map_00009,0.4,0.8,0.26666666666666666,0.7333333333333333,-0.13333333333333333,-0.06666666666666667,0.125,0.633304900025194,0.35526909740318013,0.4279530187341281,0.0,0.0,1.0,1.0,2
synthetic_map_00009,0.3333333333333333,0.8,0.26666666666666666,0.7333333333333333,-0.06666666666666667,-0.06666666666666667,0.09375,0.755779519283813,0.22709529371491302,0.44906683407814607,1.0,1.0,1.0,1.0,2
synthetic_map_00009,0.26666666666666666,0.8,0.26666666666666666,0.7333333333333333,0.0,-0.06666666666666667,0.0625,0.9673107403925083,0.016538263097478315,0.2758678234016208,1.0,1.0,1.0,1.0,0
synthetic_map_00010,0.4666666666666667,0.6,0.8666666666666667,0.06666666666666667,0.4,-0.5333333333333333,0.53125,0.942196267025765,0.06707975476687777,0.2878233919241035,1.0,1.0,1.0,1.0,3
synthetic_map_00010,0.5333333333333333,0.6,0.8666666666666667,0.06666666666666667,0.3333333333333333,-0.5333333333333333,0.5,0.9519213609829464,0.019158238899855684,0.26003475169517265,1.0,1.0,1.0,1.0,3
synthetic_map_00010,0.6,0.6,0.8666666666666667,0.06666666666666667,0.26666666666666666,-0.5333333333333333,0.46875,0.8272253949657272,0.14991785628529072,0.26923667298815024,1.0,1.0,1.0,1.0,3
synthetic_map_00010,0.6666666666666666,0.6,0.8666666666666667,0.06666666666666667,0.2,-0.5333333333333333,0.4375,0.7974121359033987,0.20333696345154317,0.32214438392847816,0.0,1.0,1.0,1.0,3
synthetic_map_00010,0.7333333333333333,0.6,0.8666666666666667,0.06666666666666667,0.13333333333333333,-0.5333333333333333,0.40625,0.7646028471689443,0.23292976061075546,0.44949412252197807,0.0,1.0,1.0,1.0,3
synthetic_map_00010,0.8,0.5333333333333333,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.4666666666666667,0.34375,0.6388437267900452,0.33158048823748476,0.536516201764045,1.0,1.0,0.0,0.0,0
synthetic_map_00010,0.8,0.4666666666666667,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.4,0.3125,0.4485584145512864,0.5327011611975512,0.7113245866286616,0.0,1.0,0.0,1.0,3
synthetic_map_00010,0.8666666666666667,0.4666666666666667,0.8666666666666667,0.06666666666666667,0.0,-0.4,0.28125,0.8068408277711878,0.22302150489721456,0.3255510063603671,1.0,0.0,1.0,1.0,0
synthetic_map_00010,0.8666666666666667,0.3333333333333333,0.8666666666666667,0.06666666666666667,0.0,-0.26666666666666666,0.21875,0.6866383290740552,0.34229048662495815,0.4870339490125007,1.0,1.0,0.0,1.0,0
synthetic_map_00010,0.8666666666666667,0.26666666666666666,0.8666666666666667,0.06666666666666667,0.0,-0.2,0.1875,0.7088654075330009,0.3075071818812474,0.3907953473973703,0.0,1.0,1.0,0.0,2
synthetic_map_00010,0.8,0.2,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.13333333333333333,0.125,0.7674106392512847,0.22704314645821505,0.3112688501999289,1.0,1.0,1.0,0.0,0
synthetic_map_00010,0.8,0.13333333333333333,0.8666666666666667,0.06666666666666667,0.06666666666666667,-0.06666666666666667,0.09375,0.6300308469572126,0.378335341321799,0.4655454984859896,1.0,1.0,1.0,0.0,0
synthetic_map_00011,0.9333333333333333,0.4,0.6666666666666666,0.8,-0.26666666666666666,0.4,0.34375,0.5435355585982529,0.4327055301041543,0.5701510282222974,1.0,0.0,1.0,1.0,2
synthetic_map_00011,0.8666666666666667,0.4,0.6666666666666666,0.8,-0.2,0.4,0.3125,0.6860368614290164,0.2959574517693281,0.45969182360814864,0.0,0.0,1.0,1.0,2
synthetic_map_00011,0.8,0.4,0.6666666666666666,0.8,-0.13333333333333333,0.4,0.28125,0.6662956755042664,0.3418870386385475,0.49978447943611315,1.0,1.0,1.0,1.0,2
synthetic_map_00011,0.7333333333333333,0.4,0.6666666666666666,0.8,-0.06666666666666667,0.4,0.25,0.6467571995509703,0.32729627298441344,0.5025830710560331,0.0,1.0,0.0,1.0,1
synthetic_map_00011,0.7333333333333333,0.4666666666666667,0.6666666666666666,0.8,-0.06666666666666667,0.3333333333333333,0.21875,0.8206405951543952,0.1775989254113115,0.3618123478183648,1.0,1.0,1.0,1.0,1
synthetic_map_00011,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.8,-0.06666666666666667,0.26666666666666666,0.1875,0.7733124526994581,0.23951180103396416,0.3361440451213325,1.0,1.0,0.0,1.0,1
synthetic_map_00011,0.7333333333333333,0.6,0.6666666666666666,0.8,-0.06666666666666667,0.2,0.15625,0.7743459438391264,0.23717598560999573,0.3732520037827297,1.0,1.0,0.0,1.0,1
synthetic_map_00011,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.8,-0.06666666666666667,0.13333333333333333,0.125,0.9492528883304463,0.07528871149367106,0.30474037388102837,1.0,1.0,1.0,1.0,2
synthetic_map_00011,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.0,0.13333333333333333,0.09375,0.6947085584056268,0.28960750279307507,0.5445616152555233,0.0,1.0,1.0,1.0,1
