map_path,current_x,current_y,goal_x,goal_y,robot_dir_x,robot_dir_y,distance_to_goal,vision_mean,vision_dark,vision_edge,front_clear,left_clear,right_clear,min_range,teacher_action
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.4539880048472302,0.40839278122570033,0.13003213557149068,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.9238795325112867,-0.3826834323650898,3.0,0.489171584743306,0.3855885918581653,0.11792701823118551,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.7071067811865476,-0.7071067811865475,3.0,0.4488389484473873,0.3648632029070684,0.1405959081928187,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.38268343236508984,-0.9238795325112867,3.0,0.4994011461217007,0.3620547649042306,0.14758861857917557,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,6.123233995736766e-17,-1.0,3.0,0.5009041543553229,0.3558053380989809,0.12079978035541199,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.3826834323650897,-0.9238795325112867,3.0,0.49799133177978644,0.4044525956781576,0.13980598964342789,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.7071067811865475,-0.7071067811865476,3.0,0.502283926801811,0.38785023455727485,0.11136952642242182,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.9238795325112867,-0.3826834323650899,3.0,0.5128261381618986,0.37747538926990354,0.14624568111800734,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-1.0,-1.2246467991473532e-16,3.0,0.45627251085308834,0.38362801558709525,0.13943982850490416,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.9238795325112868,0.38268343236508967,3.0,0.5109865987345327,0.38465686918856357,0.1326092576308921,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.7071067811865477,0.7071067811865475,3.0,0.4983504250169232,0.40537558903916593,0.1143986364793885,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-0.38268343236509034,0.9238795325112865,3.0,0.5138700156912047,0.37526743705380455,0.11840122443502257,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,-1.8369701987210297e-16,1.0,3.0,0.4592351074930459,0.41014752776274693,0.13982797235797842,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.38268343236509,0.9238795325112866,3.0,0.47364887245458553,0.3897981398283645,0.11002459747599735,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.7071067811865474,0.7071067811865477,3.0,0.4522699430863622,0.36663568789741047,0.12078549275538611,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,2.0,0.0,2.0,0.9238795325112865,0.3826834323650904,3.0,0.5085092469585836,0.37176254499284384,0.1213954773852436,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.7071067811865476,0.7071067811865476,4.242640687119285,0.4453646205155344,0.4001766133330221,0.14230199290175385,1.0,0.0,0.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.3826834323650898,0.9238795325112867,4.242640687119285,0.4831197814222646,0.3959002080063048,0.1199304335016091,1.0,0.0,0.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-1.1102230246251565e-16,1.0,4.242640687119285,0.5023426737783036,0.37883375455094753,0.11923813286297769,1.0,0.0,0.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.3826834323650897,0.9238795325112868,4.242640687119285,0.5204593152368501,0.3773875748906977,0.1249187776314739,1.0,0.0,0.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.7071067811865476,0.7071067811865476,4.242640687119285,0.5121254532896262,0.37549493204813306,0.1367002148301296,1.0,0.0,0.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.9238795325112867,0.3826834323650898,4.242640687119285,0.4570181137478226,0.4039297561287707,0.12035648227613399,1.0,0.0,0.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,1.0,1.1102230246251565e-16,4.242640687119285,0.44737363354730875,0.4118488704803723,0.11691024609296344,1.0,0.0,0.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.923879532511287,-0.38268343236508967,4.242640687119285,0.5190548697099375,0.41250329922052026,0.13426230584034898,1.0,0.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.7071067811865477,-0.7071067811865475,4.242640687119285,0.4442833121908663,0.3569879760868321,0.11834407412605852,1.0,0.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,0.38268343236508995,-0.9238795325112868,4.242640687119285,0.47444362498973147,0.3900262539651565,0.1486573317047018,1.0,0.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,1.1102230246251565e-16,-1.0,4.242640687119285,0.47169582165380936,0.36177200388551994,0.132477285944738,1.0,0.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.3826834323650893,-0.9238795325112871,4.242640687119285,0.4543173016876608,0.35852862903115595,0.1322383893418343,1.0,0.0,0.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.7071067811865475,-0.7071067811865477,4.242640687119285,0.49901238706783313,0.35726914667980597,0.12805601779893655,1.0,0.0,0.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.9238795325112868,-0.3826834323650895,4.242640687119285,0.49964084440187145,0.3991835483488446,0.12532003509645862,1.0,0.0,0.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-1.0,-2.220446049250313e-16,4.242640687119285,0.5143074668264858,0.3634781253819016,0.13861865945880272,1.0,0.0,0.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,-1.0,-2.0,2.0,-0.9238795325112872,0.3826834323650892,4.242640687119285,0.5050697111669908,0.4061486768959126,0.12977743248607843,1.0,0.0,0.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-1.0,0.0,3.0,0.5488147730800536,0.24436731654206703,0.09193644929816834,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.9238795325112867,0.3826834323650898,3.0,0.5922971199458473,0.24640015766130594,0.09158594257307287,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.7071067811865476,0.7071067811865475,3.0,0.5953954080818181,0.24884031224164638,0.07894543393155858,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.38268343236508984,0.9238795325112867,3.0,0.573988523021884,0.2693970402824161,0.06332786237390332,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-6.123233995736766e-17,1.0,3.0,0.5705562294416,0.2722425647833911,0.07049755171997243,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.3826834323650897,0.9238795325112867,3.0,0.5319933239268982,0.27573049735322397,0.08324067234788951,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.7071067811865475,0.7071067811865476,3.0,0.5734879216883545,0.26281162802870983,0.07235045329436524,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.9238795325112867,0.3826834323650899,3.0,0.5688259596847239,0.2751635990135774,0.09184479119347905,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,1.0,1.2246467991473532e-16,3.0,0.5968605573829872,0.2710991916497231,0.09821743527064268,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.9238795325112868,-0.38268343236508967,3.0,0.5318122186610662,0.2501241996629082,0.06549811425900759,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.7071067811865477,-0.7071067811865475,3.0,0.5346361615456267,0.26616667673397987,0.06241787388629189,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,0.38268343236509034,-0.9238795325112865,3.0,0.5977783908268381,0.280316702399479,0.08715171802130875,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,1.8369701987210297e-16,-1.0,3.0,0.5290029567717369,0.25128515188438727,0.07834567792150536,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.38268343236509,-0.9238795325112866,3.0,0.5563650998412301,0.2944183017098062,0.08292696315794766,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.7071067811865474,-0.7071067811865477,3.0,0.5663403293743825,0.2512530150673782,0.08489798951058364,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,-2.0,2.0,-0.9238795325112865,-0.3826834323650904,3.0,0.5334372098922375,0.23948130513740098,0.07639049601753845,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.6,0.8,5.0,0.4497923323645731,0.35537998961771744,0.14010606890359908,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.8604744653988439,0.5094935665899756,5.0,0.45008636736763113,0.3551251108046943,0.13498398973650982,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.9899494936611666,0.14142135623730967,5.0,0.4870946954899445,0.381810820312984,0.1381417807267827,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.9687136854280833,-0.24818097361470015,5.0,0.44935849229524294,0.3584093525531583,0.12285906553523852,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.8,-0.6,5.0,0.4804412801786499,0.38028275983096194,0.11594319223653228,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.5094935665899756,-0.8604744653988439,5.0,0.47422053892591487,0.3820273920642862,0.11551629367656568,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.14142135623730967,-0.9899494936611666,5.0,0.5147484288704972,0.3936075444560174,0.12805933498739736,0.0,0.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.24818097361470015,-0.9687136854280833,5.0,0.45368498654693135,0.41145436644506406,0.11435099992472122,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.5999999999999999,-0.8000000000000002,5.0,0.4475517919382002,0.35781134562905514,0.13581278084999124,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.8604744653988439,-0.5094935665899758,5.0,0.4499373851452835,0.35955054082818355,0.11093816175088564,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.9899494936611666,-0.14142135623730967,5.0,0.4934576921792906,0.36537411800649733,0.14497308809599688,0.0,0.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.9687136854280834,0.24818097361469954,5.0,0.44982417677014264,0.35366162644362853,0.14053422734672638,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.8000000000000002,0.5999999999999999,5.0,0.49795591922443566,0.354262199498877,0.12013058630940376,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.5094935665899754,0.860474465398844,5.0,0.49219377121661145,0.4109754271273456,0.13077778363226958,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,-0.14142135623730973,0.9899494936611666,5.0,0.4767055984682659,0.4072676862905982,0.12902311767686594,0.0,0.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,-3.0,-2.0,0.0,2.0,0.24818097361469948,0.9687136854280834,5.0,0.4685408919683614,0.4058241155736798,0.1355577197845606,0.0,0.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.0,1.0,3.0,0.5372450673382374,0.23900016025714643,0.06746738850341863,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.3826834323650898,0.9238795325112867,3.0,0.5549419977980586,0.2955626331823939,0.07612856624444748,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.7071067811865475,0.7071067811865476,3.0,0.5272469368834747,0.29531168079772463,0.07210929064975333,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.9238795325112867,0.38268343236508984,3.0,0.5953982655770074,0.23843470254834023,0.07757281012749169,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,1.0,6.123233995736766e-17,3.0,0.5599928774063808,0.25597159357991545,0.08253560881225516,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.9238795325112867,-0.3826834323650897,3.0,0.5971328422449653,0.29021461261271564,0.07720336026219499,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,3.0,0.5329511290449233,0.25471993178902796,0.07866441208436159,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,0.3826834323650899,-0.9238795325112867,3.0,0.6006351514071852,0.26402124747432265,0.07540091728756866,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,1.2246467991473532e-16,-1.0,3.0,0.5530247432403758,0.2401993725660054,0.06367302601652373,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.38268343236508967,-0.9238795325112868,3.0,0.552067814594834,0.2382784544277717,0.06844387612092569,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.7071067811865475,-0.7071067811865477,3.0,0.555835023716348,0.29046510444279716,0.0977488460020337,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.9238795325112865,-0.38268343236509034,3.0,0.5335398715761382,0.2951613271248185,0.09849285620646347,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-1.0,-1.8369701987210297e-16,3.0,0.5746275475193682,0.293098755079119,0.08680958680318308,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.9238795325112866,0.38268343236509,3.0,0.5574556487070917,0.2784871200162894,0.09085517029028237,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,3.0,0.5327357683693101,0.27685305525720844,0.07687293930965575,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,0.0,1.0,-0.3826834323650904,0.9238795325112865,3.0,0.5448545459112966,0.2803007170018152,0.09055795694397994,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.0,-1.0,2.0,0.5840201328217172,0.253746156457017,0.08134005165252602,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.3826834323650898,-0.9238795325112867,2.0,0.5323806684556047,0.23731485286598888,0.09683952460129543,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.7071067811865475,-0.7071067811865476,2.0,0.5300282709349144,0.24561336452548851,0.06653194775987221,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.9238795325112867,-0.38268343236508984,2.0,0.5343506110765225,0.28611068010866747,0.09980931860320917,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-1.0,-6.123233995736766e-17,2.0,0.5786014029421938,0.26039421466513296,0.09553747671441744,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.9238795325112867,0.3826834323650897,2.0,0.5671632543415133,0.2447572584737598,0.08760847549361352,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.7071067811865476,0.7071067811865475,2.0,0.555386153229367,0.2528621004928094,0.07281780955643362,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-0.3826834323650899,0.9238795325112867,2.0,0.5574700517856958,0.24761251659172853,0.08450013362679984,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,-1.2246467991473532e-16,1.0,2.0,0.5961394887237607,0.2709129929812697,0.06037800291359931,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.38268343236508967,0.9238795325112868,2.0,0.5814033285106424,0.2378738624605865,0.07915150598363403,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.7071067811865475,0.7071067811865477,2.0,0.5959254750139193,0.27729555755079477,0.09632842122856194,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.9238795325112865,0.38268343236509034,2.0,0.5870374034407175,0.2530351311745524,0.06574845120815534,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,1.0,1.8369701987210297e-16,2.0,0.5627848518761848,0.2774542574060902,0.06928225403400873,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.9238795325112866,-0.38268343236509,2.0,0.5531506006797176,0.2815538733754152,0.07390603177059266,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.7071067811865477,-0.7071067811865474,2.0,0.5747381846413073,0.26939132623410644,0.09715490142831915,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,1.0,2.0,1.0,0.0,0.3826834323650904,-0.9238795325112865,2.0,0.5287648929627139,0.24785114814042178,0.09114170698840368,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,1.0,0.0,3.0,0.5343922359467268,0.2447396756244993,0.06843161605233941,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.9238795325112867,-0.3826834323650898,3.0,0.5701174633509087,0.29080761327370963,0.06866328403811534,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.7071067811865476,-0.7071067811865475,3.0,0.542892148200171,0.27781367769427423,0.07692389726937243,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.38268343236508984,-0.9238795325112867,3.0,0.5944009829888165,0.29660539967041616,0.09744659387276759,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,6.123233995736766e-17,-1.0,3.0,0.5839199316629841,0.2664389419232135,0.062436152509566176,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.3826834323650897,-0.9238795325112867,3.0,0.5913173922689738,0.2605795331786145,0.0785440517775358,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.7071067811865475,-0.7071067811865476,3.0,0.577238327499177,0.294510732179709,0.08223914715610456,0.0,1.0,1.0,1.0,3
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.9238795325112867,-0.3826834323650899,3.0,0.6000971566633706,0.2945145500345477,0.06339547392456069,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-1.0,-1.2246467991473532e-16,3.0,0.5550374775689004,0.289978089989426,0.09069637700008346,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.9238795325112868,0.38268343236508967,3.0,0.6041956753684227,0.24784665419898202,0.08124653637768205,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.7071067811865477,0.7071067811865475,3.0,0.6012959869676278,0.2690559271980923,0.08681599295823521,0.0,1.0,1.0,1.0,1
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-0.38268343236509034,0.9238795325112865,3.0,0.6046600268271677,0.24706494595869907,0.062259688292865996,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,-1.8369701987210297e-16,1.0,3.0,0.5949762542565257,0.2715305384365848,0.06801419963158102,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.38268343236509,0.9238795325112866,3.0,0.5932516044410874,0.25367776450338153,0.0651907236368209,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.7071067811865474,0.7071067811865477,3.0,0.5504785919560554,0.23883034034010978,0.07623260343728269,0.0,1.0,1.0,1.0,2
maps/unseen/unseen_map_01.csv,0.0,-2.0,3.0,-2.0,0.9238795325112865,0.3826834323650904,3.0,0.5890323101949962,0.2639085468738631,0.09858407309491929,0.0,1.0,1.0,1.0,0
maps/unseen/unseen_map_01.csv,-2.0,2.0,-3.0,0.0,-0.4472135954999579,-0.8944271909999159,2.23606797749979,0.45717920671236906,0.36196279674507464,0.13297775677173662,0.0,1.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,-2.0,2.0,-3.0,0.0,-0.7554539549957064,-0.6552017413601289,2.23606797749979,0.45930649397993717,0.39336822192661003,0.13092810926570997,0.0,1.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,-2.0,2.0,-3.0,0.0,-0.9486832980505138,-0.316227766016838,2.23606797749979,0.4898001526086116,0.4040333148246875,0.1415943911329067,0.0,1.0,0.0,1.0,3
maps/unseen/unseen_map_01.csv,-2.0,2.0,-3.0,0.0,-0.9974842088126424,0.07088902009067927,2.23606797749979,0.5171196680278235,0.3624584559838092,0.12516990036757705,0.0,1.0,0.0,1.0,1
maps/unseen/unseen_map_01.csv,-2.0,2.0,-3.0,0.0,-0.8944271909999159,0.44721359549995787,2.23606797749979,0.5201653744771931,0.3771419308712791,0.12142174792769796,0.0,1.0,0.0,1.0,1
